id_jugador;confederacion;pais;pais_iso_3;categoria;liga;equipo;nombre;ciudad_nacimiento;fecha_nacimiento;puesto;trayectoria
809;CONMEBOL;ECUADOR;ECU;1;Serie A;Emelec;Fernando David Luna;Ramallo, Buenos Aires ;19/01/1990;VOL;['Defensores de Belgrano de Villa Ramallo (ARG)', 'Social Ramallo (ARG)', 'Americo Tesorieri (ARG)', 'Atletico Uruguay (ARG)', 'La Emilia (ARG)', 'Villa Dalmine (ARG)', 'Tristan Suarez (ARG)', 'Arsenal (ARG)', 'Atletico Rafaela (ARG)', 'Emelec (ECU)']
810;CONMEBOL;ECUADOR;ECU;1;Serie A;Emelec;Leandro Sebastian Vega;Jose C. Paz, Buenos Aires ;27/05/1996;DEF;['River (ARG)', 'Newell´s (ARG)', 'San Martin de San Juan (ARG)', 'Emelec (ECU)']
811;CONMEBOL;ECUADOR;ECU;1;Serie A;Emelec;Joel Brandon Lopez Pissano;Rosario, Santa Fe ;01/06/1997;VOL;['Rosario Central (ARG)', 'Emelec (ECU)']
812;CONMEBOL;ECUADOR;ECU;1;Serie A;Emelec;Esteban Javier Dreer;Godoy Cruz, Mendoza ;01/11/1981;ARQ;['Arsenal (ARG)', 'Santamarina (ARG)', 'Arsenal (ARG)', 'Kaunas (LTU)', 'Deportivo Cuenca (ECU)', 'Emelec (ECU)']
813;CONMEBOL;ECUADOR;ECU;1;Serie A;Guayaquil City;Mauro Sergio Bustamante;Ciudad de Santa Fe ;23/06/1991;DEL;['Colón de Santa Fe (ARG)', 'Naval (CHL)', 'Rocafuerte (ECU)', 'Cerrito (URY)', 'Municipal Cañar (ECU)', 'San Jose Oruro (BOL)', 'Aucas (ECU)', 'Deportivo Pereira (COL)', 'Liga de Portoviejo (ECU)', 'Alianza Petrolera (COL)', 'Liga Portoviejo (ECU)', 'Orense (ECU)', 'Guayaquil City (ECU)']
814;CONMEBOL;ECUADOR;ECU;1;Serie A;Guayaquil City;Alexis Andres Dominguez;General Acha, La Pampa ;30/10/1996;DEL;['San Lorenzo (ARG)', 'Gimnasia de Mendoza (ARG)', 'Universidad de San Martin (PER)', 'San Lorenzo (ARG)', 'Guayaquil City (ECU)']
815;CONMEBOL;ECUADOR;ECU;1;Serie A;Guayaquil City;Michael Ryan Hoyos;"Fountain Valley; EE.UU. ";08/02/1991;DEF;['Estudiantes LP (ARG)', 'OFI Creta (GRC)', 'Sarmiento de Junin (ARG)', 'Santamarina (ARG)', 'Boca Unidos (ARG)', 'Deportivo Cuenca (ECU)', 'Guayaquil City (ECU)']
816;CONMEBOL;ECUADOR;ECU;1;Serie A;Independiente del Valle;Juan Pablo Segovia;Ciudad de Corrientes ;21/03/1989;DEF;['Atlanta (ARG)', 'Los Andes (ARG)', 'Deportivo Cuenca (ECU)', 'Independiente del Valle (ECU)']
817;CONMEBOL;ECUADOR;ECU;1;Serie A;Independiente del Valle;Richard Hernan Schunke;25 de Mayo, Misiones ;26/11/1991;DEF;['Almagro (ARG)', 'Deportivo Cuenca (ECU)', 'Independiente del Valle (ECU)']
818;CONMEBOL;ECUADOR;ECU;1;Serie A;Independiente del Valle;Cristian Alberto Pellerano;Ciudad de Buenos Aires ;02/01/1982;VOL;['Atlanta (ARG)', 'Defensores de Belgrano (ARG)', 'Nueva Chicago (ARG)', 'Racing (ARG)', 'Arsenal (ARG)', 'Colon de Santa Fe (ARG)', 'Independiente (ARG)', 'Xolos de Tijuana (MEX)', 'America (MEX)', 'Morelia (MEX)', 'Cafataleros de Tapachula (MEX)', 'Tiburones de Veracruz (MEX)', 'Independiente del Valle (ECU)']
819;CONMEBOL;ECUADOR;ECU;1;Serie A;Liga Deportivo Universitaria Quito;Hernan Darío Pellerano;Ciudad de Buenos Aires ;06/04/1984;DEF;['Excursionistas (ARG)', 'Velez (ARG)', 'Almeria (ESP)', 'Newell´s (ARG)', 'Almeria (ESP)', 'Xolos de Tijuana (MEX)', 'Independiente (ARG)', 'Olimpia (PRY)', 'Liga Deportivo Universitaria Quito (ECU)']
820;CONMEBOL;ECUADOR;ECU;1;Serie A;Liga Deportivo Universitaria Quito;Adrian Jose Gabbarini;Guaymallen, Mendoza ;10/10/1985;ARQ;['Independiente (ARG)', 'Newell´s (ARG)', 'Argentinos Jrs (ARG)', 'Tigre (ARG)', 'Olimpo (ARG)', 'Liga Deportivo Universitaria Quito (ECU)']
821;CONMEBOL;ECUADOR;ECU;1;Serie A;Macara;Ricardo Javier Acosta;Santa Fe ;22/06/1992;VOL;['Union de Santa Fe (ARG)', 'Gremio Prudente (BRA)', 'Union de Santa Fe (ARG)', 'Central Norte (ARG)', 'Alumni de Villa Maria (ARG)', 'Cosmos de Santa Fe (ARG)', 'Libertad de Sunchales (ARG)', 'Macara (ECU)']
822;CONMEBOL;ECUADOR;ECU;1;Serie A;Macara;Pablo Cesar Burzio;Bulnes, Cordoba ;12/03/1992;DEL;['Instituto (ARG)', 'Arsenal (ARG)', 'Instituto (ARG)', 'Central Cordoba de Santiago del Estero (ARG)', 'Sud America (URY)', 'Villa Dalmine (ARG)', 'Macara (ECU)']
823;CONMEBOL;ECUADOR;ECU;1;Serie A;Macara;Alejandro Sebastian Manchot;Puerto Madryn. Chubut ;04/12/1988;DEF;['Comision de Actividades Infantiles de Trelew (ARG)', 'Comision de Actividades Infantiles de Comodoro Rivadavia (ARG)', 'Deportivo Merlo (ARG)', 'Boca Unidos (ARG)', 'Estudiantes de San Luis (ARG)', 'Guillermo Brown de Puerto Madryn (ARG)', 'Atletico Parana (ARG)', 'Gimnasia de Jujuy (ARG)', 'Macara (ECU)']
824;CONMEBOL;ECUADOR;ECU;1;Serie A;Macara;Javier Nicolas Burrai;San Nicolas, Buenos Aires ;10/09/1990;ARQ;['Arsenal (ARG)', 'Camioneros (ARG)', 'Guillermo Brown de Puerto Madryn (ARG)', 'Sarmiento de Junin (ARG)', 'Gimnasia de Jujuy (ARG)', 'Macara (ECU)']
825;CONMEBOL;ECUADOR;ECU;1;Serie A;Macara;Juan Manuel Tevez;Puerto Belgrano, Buenos Aires ;28/08/1987;DEL;['Guillermo Brown de Puerto Madryn (ARG)', 'Talleres de Córdoba (ARG)', 'Union La Calera (CHL)', 'Guillermo Brown de Puerto Madryn (ARG)', 'Coquimbo Unido (CHL)', 'Macara (ECU)']
826;CONMEBOL;ECUADOR;ECU;1;Serie A;Universidad Católica;Facundo Martin Martínez Montagnoli;Ciudad de Buenos Aires ;04/02/1985;VOL;['River (ARG)', 'Atenas (URY)', 'Montevideo Wanderers (URY)', 'Rampla Juniors (URY)', 'Universidad Católica (ECU)']
827;CONMEBOL;ECUADOR;ECU;1;Serie A;Universidad Católica;Luis Miguel Escalada;Ceres, Santa Fe ;27/02/1986;DEL;['Boca (ARG)', 'Liga Deportiva Universitaria de Quito (ECU)', 'Botafogo (BRA)', 'Newell´s (ARG)', 'Gimnasia de Jujuy (ARG)', 'Real Salt Lake (USA)', 'Deportivo Cuenca (ECU)', 'Sporting Cristal (PER)', 'Manta (ECU)', 'Deportivo Quito (ECU)', 'Deportivo Táchira (VEN)', 'Manta (ECU)', 'Emelec (ECU)', 'Universidad Católica (ECU)']
828;CONMEBOL;ECUADOR;ECU;1;Serie A;Universidad Católica;Danilo Ezequiel Carando;Ciudad de Cordoba ;08/05/1988;DEL;['Talleres de Cordoba (ARG)', 'Ñublense (CHL)', 'Astra Ploiesti (ROU)', 'Sportivo Carapeguá (PRY)', 'Oriente Petrolero (BOL)', 'Estudiantes Tecos (MEX)', 'Liga de Loja (ECU)', 'Real Garcilaso (PER)', 'Qatar Sport Club (QAT)', 'Union de Santa Fe (ARG)', 'Real Garcilaso (PER)', 'Al Fujairah (ARE)', 'Universidad Católica (ECU)']
829;CONMEBOL;ECUADOR;ECU;1;Serie A;Universidad Católica;Hernán Ismael Galindez;Rosario, Santa Fe ;30/03/1987;ARQ;['Rosario Central (ARG)', 'Quilmes (ARG)', 'Rosario Central (ARG)', 'Universidad Católica (ECU)']
830;CONMEBOL;ECUADOR;ECU;2;Serie B;America;Federico Raúl Laurito;Rosario, Santa Fe ;18/05/1990;DEL;['Newell´s (ARG)', 'Udinese (ITA)', 'Livorno (ITA)', 'Venezia (ITA)', 'Huracan (ARG)', 'Udinese (ITA)', 'Empoli (ITA)', 'Deportivo Cuenca (ECU)', 'Universidad Catolica (ECU)', 'Barcelona (ECU)', 'Universidad Catolica (ECU)', 'Arsenal (ARG)', 'Union La Calera (CHL)', 'Gualaceo (ECU)', 'Fuerza Amarilla (ECU)', 'Aucas (ECU)', 'America (ECU)']
831;CONMEBOL;ECUADOR;ECU;2;Serie B;America;Juan Gabriel Rivas;Ciudad de Santa Fe ;14/08/1992;VOL;['Union de Santa Fe (ARG)', 'Deportivo Merlo (ARG)', 'Union de Santa Fe (ARG)', 'Union Española (CHL)', 'Union de Santa Fe (ARG)', 'Aucas (ECU)', 'America (ECU)']
832;CONMEBOL;ECUADOR;ECU;2;Serie B;Gualaceo;Luciano Andres Moreyra;Rosario, Santa Fe ;01/01/1989;DEF;"['Boca (ARG)', '""En Uruguay"" (ARG)', 'Colegiales (ARG)', 'Berazategui (ARG)', 'Excursionistas (ARG)', 'Lujan (ARG)', 'Gualaceo (ECU)', 'Colon (ECU)', 'Gualaceo (ECU)']"
833;CONMEBOL;ECUADOR;ECU;2;Serie B;Gualaceo;Federico Jesus Flores;Rosario, Santa Fe ;18/05/1992;VOL;"['Rosario Central (ARG)', 'Real Potosi (BOL)', 'Arsenal (ARG)', '""Liga Regional del Sud"" (ARG)', 'Gualaceo (ECU)']"
834;CONMEBOL;ECUADOR;ECU;2;Serie B;Gualaceo;Marcos Ezequiel Lujan;Rio Cuarto, Cordoba ;24/09/1988;DEL;['Las Palmas de Cordoba (ARG)', 'Atalaya (ARG)', 'Miami Dade (USA)', 'Las Palmas de Cordoba (ARG)', 'Arauco Prado (BOL)', 'Las Palmas de Cordoba (ARG)', 'Colonia Tirolesa (ARG)', 'Olmedo (ECU)', 'Atletico Parana (ARG)', 'Gualaceo (ECU)']
835;CONMEBOL;ECUADOR;ECU;2;Serie B;Gualaceo;Jorge Daniel Detona;Federacion, Entre Rios ;21/05/1986;DEL;['Colegiales de Concordia (ARG)', 'Deportivo Maipu (ARG)', 'Guaymallen (ARG)', 'Andes Talleres (ARG)', 'Naval (CHL)', 'Andes Talleres (ARG)', 'Colegiales de Concordia (ARG)', 'Huracan de Las Heras (ARG)', 'Andes Talleres (ARG)', 'Alianza de Coronel Moldes (ARG)', 'Nacional Potosi (BOL)', 'Atletico Guemes (ARG)', 'Atletico de la Juventud Alianza (ARG)', 'Olmedo (ECU)', 'Gualaceo (ECU)']
836;CONMEBOL;ECUADOR;ECU;2;Serie B;Liga Deportiva de Loja;Gonzalo Ezequiel Perez;Mercedes, Buenos Aires ;24/09/1987;VOL;['Racing (ARG)', 'Independiente Rivadavia (ARG)', 'Acassuso (ARG)', 'Danubio (URY)', 'Independiente Rivadavia (ARG)', 'Flandria (ARG)', 'Ferro (ARG)', 'Defensores de Belgrano (ARG)', 'Lujan (ARG)', 'Liga Deportiva de Loja (ECU)']
837;CONMEBOL;ECUADOR;ECU;2;Serie B;Liga Portoviejo;Armando Andres Monteverde;Cañada de Gomez, Santa Fe ;03/06/1985;VOL;['Boca (ARG)', 'Aucas (ECU)', 'Gimnasia de Concepción del Uruguay (ARG)', 'Guillermo Brown de Puerto Madryn (ARG)', 'Atlético Correa de Cañada de Gómez (ARG)', 'Olmedo (ECU)', 'River de Guayaquil (ECU)', 'Olmedo (ECU)', 'Liga Portoviejo (ECU)']
838;CONMEBOL;ECUADOR;ECU;2;Serie B;Liga Portoviejo;Gabriel Antonio Mendez;Paso de los Libres, Corrientes ;05/08/1988;VOL;['Racing (ARG)', 'Olmedo (ECU)', 'Racing (ARG)', 'Deportivo Cuenca (ECU)', 'Banfield (ARG)', 'San Lorenzo (ARG)', 'Atlético Tucumán (ARG)', 'Manta (ECU)', 'Cobreloa (CHL)', 'Union Española (CHL)', 'Boca Unidos (ARG)', 'Olmedo (ECU)', 'Liga Portoviejo (ECU)']
839;CONMEBOL;ECUADOR;ECU;2;Serie B;Liga Portoviejo;Daniel Alberto Neculman;Bariloche, Rio Negro ;25/05/1985;DEL;['Comision Actividades Infantiles (ARG)', 'Huracán de Comodoro Rivadavia (ARG)', 'Depotivo Madryn (ARG)', 'Imbabura (ECU)', 'Independiente Santa Fe (COL)', 'Deportivo Pereira (COL)', 'Sporting Cristal (PER)', 'Unión Temuco (CHL)', 'Comision Actividades Infantiles (ARG)', 'Naval (CHL)', 'Olmedo (ECU)', 'Venados de Mérida (MEX)', 'Liga de Portoviejo (ECU)', 'River de Guayaquil (ECU)', 'Blooming (BOL)', 'Liga Portoviejo (ECU)']
840;CONMEBOL;ECUADOR;ECU;2;Serie B;Liga Portoviejo;Jerónimo Ignacio Costa;Ciudad de Buenos Aires ;02/05/1984;ARQ;['Argentinos Jrs (ARG)', 'Imbabura (ECU)', 'Municipal Cañar (ECU)', 'Liga de Portoviejo (ECU)', 'Macará (ECU)', 'Grecia (ECU)', 'Aucas (ECU)', 'Fuerza Amarilla (ECU)', 'Liga Portoviejo (ECU)']
841;CONMEBOL;ECUADOR;ECU;2;Serie B;Manta;Hernan Luis Zanni;Rosario, Santa Fe ;17/10/1987;VOL;['Newells (ARG)', 'Douglas Haig (ARG)', 'Guillermo Brown de Puerto Madryn (ARG)', 'Oriente Petrolero (BOL)', 'Deportivo Lara (VEN)', 'Guillermo Brown de Puerto Madryn (ARG)', 'Sportivo Belgrano (ARG)', 'Liga de Loja (ECU)', 'Manta (ECU)']
842;CONMEBOL;ECUADOR;ECU;2;Serie B;Mushuc Runa;Esteban Hernan Rivas;San Jorge, Santa Fe ;28/07/1984;VOL;['Independiente (ARG)', 'Queretaro (MEX)', 'El Porvenir (ARG)', 'Alvarado (ARG)', 'Olmedo (ECU)', 'Alvarado (ARG)', 'Sol de America (PRY)', 'America de General Piran (ARG)', 'Liga de Loja (ECU)', 'Mushuc Runa (ECU)']
843;CONMEBOL;ECUADOR;ECU;2;Serie B;Mushuc Runa;Leonardo Marcelo Fredes;Mar del Plata, Buenos Aires ;14/08/1991;VOL;['Aldosivi (ARG)', 'Santamarina (ARG)', 'Mushuc Runa (ECU)']
844;CONMEBOL;ECUADOR;ECU;2;Serie B;Olmedo;Angel Eduardo Viotti;Ciudad de Santiago del Estero ;24/08/1994;DEF;['San Martin de Tucuman (ARG)', 'Atletico Gûemes (ARG)', 'Olmedo (ECU)']
845;CONMEBOL;ECUADOR;ECU;2;Serie B;Olmedo;Federico Mariano Paz;Ciudad de Buenos Aires ;11/10/1994;DEL;['Banfield (ARG)', 'Malleco Unido (CHL)', 'Olmedo (ECU)']
846;CONMEBOL;ECUADOR;ECU;2;Serie B;Orense;Hugo Hernan Gonzalez;Ciudad de Mendoza ;03/09/1992;DEL;['Atlas (ARG)', 'Comunicaciones (ARG)', 'Douglas Haig (ARG)', 'Orense (ECU)']
847;CONMEBOL;ECUADOR;ECU;2;Serie B;Orense;Jose Luis Barreal;Ciudadela, Buenos Aires ;24/09/1989;DEF;['Platense (ARG)', 'Los Andes (ARG)', 'Sportivo Italiano (ARG)', 'Gualaceo (ECU)', 'Colon (ECU)', 'Laferrere (ARG)', 'Orense (ECU)']
848;CONMEBOL;ECUADOR;ECU;2;Serie B;Orense;Gonzalo Gabriel Ritacco;Pilar, Buenos Aires ;21/05/1992;VOL;['Defensores de Belgrano (ARG)', 'Argentino de Merlo (ARG)', 'Defensores Unidos de Zarate (ARG)', 'Orense (ECU)']
849;CONMEBOL;ECUADOR;ECU;2;Serie B;Puerto Quito;Oscar Hector Belinetz;Villa Minetti, Santa Fe ;02/03/1994;DEL;['Colon de Santa Fe (ARG)', 'Juventud Unida Universataria (ARG)', 'Patronato (ARG)', 'Puerto Quito (ECU)']
850;CONMEBOL;ECUADOR;ECU;2;Serie B;Puerto Quito;Martin Horacio Pavez;El Bolson, Rio Negro ;08/05/1988;DEF;['Cruz del Sur (ARG)', 'Estudiantes Unidos (ARG)', 'Deportivo Roca (ARG)', 'Sportivo Las Parejas (ARG)', 'Real Potosi (BOL)', 'Cruz del Sur (ARG)', 'Ollon Pollusuera (FIN)', 'Puerto Quito (ECU)']
851;CONMEBOL;ECUADOR;ECU;2;Serie B;Puerto Quito;Nicolas Matias Lopez Kreik;Ciudad de Santa Fe ;25/09/1989;DEF;['Argentino de Rosario (ARG)', 'Juventud Unida de Venado Tuerto (ARG)', 'Puerto Quito (ECU)']
852;CONMEBOL;ECUADOR;ECU;2;Serie B;Santa Rita Vinces;Mikhail de Jesus Colombo;San Marcos Sud, Buenos Aires ;15/12/1993;VOL;['Boston River (URY)', 'Alumni de Villa Maria (ARG)', 'Viamonte FC de Los Toldos (ARG)', 'Santa Rita Vinces (ECU)']
853;CONMEBOL;ECUADOR;ECU;2;Serie B;Santa Rita Vinces;Matias Nelson Canteros;Ciudad de Santa Fe ;18/09/1989;DEF;"['Independiente (ARG)', 'Deportivo Laferrere (ARG)', 'La Emilia (ARG)', 'Deportivo Paraguayo (ARG)', 'Liniers (ARG)', 'Ben Hur (ARG)', 'General Belgrano de Santa Rosa (ARG)', 'Deportivo Español (ARG)', 'Deportivo Paraguayo (ARG)', '""Liga Inter Pereyra"" (ARG)', 'Santa Rita Vinces (ECU)']"
854;CONMEBOL;ECUADOR;ECU;2;Serie B;Santa Rita Vinces;Luis Oscar Quiroga;Pergamino, Buenos Aires ;15/09/1984;VOL;['Douglas Haig (ARG)', 'La Emilia (ARG)', 'Douglas Haig (ARG)', 'Sarmiento de Junin (ARG)', 'Platense (ARG)', 'Sarmiento de Junin (ARG)', 'Platense (ARG)', 'Deportivo Riestra (ARG)', 'Defensores de Belgrano (ARG)', 'Santa Rita Vinces (ECU)']
855;CONMEBOL;ECUADOR;ECU;2;Serie B;Santa Rita Vinces;Leandro Nicolas Alonso;Moron, Buenos Aires ;03/05/1986;DEL;['Atlas (ARG)', 'Ituzaingo (ARG)', 'Cañuelas (ARG)', 'Sportivo Barracas (ARG)', 'Argentino de Quilmes (ARG)', 'Deportivo Quevedo (ECU)', 'Petrolero de Yacuiba (BOL)', 'Tecnico Universitario de Ambato (ECU)', 'Union Santiago (ARG)', 'Concepcion F.C. (ARG)', 'San Jose Oruro (BOL)', '3 de Febrero (PRY)', 'Santa Rita Vinces (ECU)']
856;CONMEBOL;ECUADOR;ECU;3;Segunda Categoria;America de Ambato;Enzo Gabriel Fernandez;Bragado, Buenos Aires ;12/07/1997;DEL;['Sarmiento de Junin (ARG)', 'Alcala (ESP)', 'Sertanense (PRT)', 'America de Ambato (ECU)']
857;CONMEBOL;ECUADOR;ECU;3;Segunda Categoria;Anaconda FC;Claudio Omar Giulianelli;Rosario, Santa Fe ;12/12/2000;DEL;['Tiro Federal de Rosario (ARG)', 'El Torito de Rosario (ARG)', 'Anaconda FC (ECU)']
858;CONMEBOL;ECUADOR;ECU;3;Segunda Categoria;Toreros FC;Robertino Insua;Ciudad de Buenos Aires ;28/03/1994;VOL;['San Lorenzo (ARG)', 'Union de Santa Fe (ARG)', 'Toreros FC (ECU)']
859;CONMEBOL;ECUADOR;ECU;4;Campeonato Provincial Tungurahua;Baños Ciudad de Fuego;Leonel Rodrigo Pared;Ciudad de Buenos Aires ;28/11/1996;VOL;['Defensa y Justicia (ARG)', 'Baños Ciudad de Fuego (ECU)']
860;CONMEBOL;ECUADOR;ECU;;Jª - Reserva;Barcelona;Gonzalo Alejandro Alfaro Moreno;Ciudad de Buenos Aires ;28/04/1996;DEL;['Platense (ARG)', 'Independiente (ARG)', 'Academia Alfaro Moreno (ECU)', 'Barcelona (ECU)', 'Extremadura B (ESP)', 'Barcelona (ECU)']
861;CONMEBOL;PARAGUAY;PRY;1;Division de Honor;3 de Febrero de Ciudad del Este;Facundo Manuel Parra;Ciudad de Buenos Aires ;15/06/1985;DEL;['Chacarita (ARG)', 'Larissa (GRC)', 'Chacarita (ARG)', 'Independiente (ARG)', 'Atalanta (ITA)', 'Independiente (ARG)', 'Asteras Tripolis (GRC)', 'Atletico Rafaela (ARG)', 'Santa Cruz (BRA)', 'Argentino Agropecuario (ARG)', '3 de Febrero de Ciudad del Este (PRY)']
862;CONMEBOL;PARAGUAY;PRY;1;Division de Honor;3 de Febrero de Ciudad del Este;Hernan Gabriel Fredes;Avellaneda, Buenos Aires ;27/03/1987;VOL;['Independiente (ARG)', 'Methalist Kharkiv (UKR)', 'Independiente (ARG)', 'Arsenal (ARG)', 'Defensa y Justicia (ARG)', 'Sol de America (PRY)', '3 de Febrero de Ciudad del Este (PRY)']
863;CONMEBOL;PARAGUAY;PRY;1;Division de Honor;3 de Febrero de Ciudad del Este;Tobias Julian Robledo;Necochea, Buenos Aires ;03/11/1997;ARQ;['San Lorenzo (ARG)', '3 de Febrero de Ciudad del Este (PRY)']
864;CONMEBOL;PARAGUAY;PRY;1;Division de Honor;Capiata;Guido Di Vanni;Rosario, Santa Fe ;06/11/1988;DEL;['Banfield (ARG)', 'Gimnasia de Jujuy (ARG)', 'Ferro (ARG)', 'Sportivo Luqueño (PRY)', 'Guaraní (PRY)', 'CSKA Sofía (BGR)', 'Sportivo Luqueño (PRY)', 'Independiente Santa Fe (COL)', 'Sportivo Luqueño (PRY)', 'Capiata (PRY)']
865;CONMEBOL;PARAGUAY;PRY;1;Division de Honor;Capiata;Cristian Oscar Maidana;Resistencia, Chaco ;24/01/1987;VOL;['Banfield (ARG)', 'Spartak (RUS)', 'Recreativo (ESP)', 'Spartak Moscu (RUS)', 'Huracan (ARG)', 'Rangers (CHL)', 'Atlante (MEX)', 'Argentinos Jrs (ARG)', 'Philadelphia Union (USA)', 'Houston Dynamo (USA)', 'Al Ahli (QAT)', 'Aguilas Doradas (COL)', 'Capiata (PRY)']
866;CONMEBOL;PARAGUAY;PRY;1;Division de Honor;Cerro Porteño;Diego Churín;Arroyo Dulce, Buenos Aires ;12/01/1989;DEL;['Juventud de Pergamino (ARG)', 'Independiente (ARG)', 'Platense (ARG)', 'Los Andes (ARG)', 'Comunicaciones (ARG)', 'Independiente (ARG)', 'Curicó Unido (CHL)', 'Universidad de Concepcion (CHL)', 'Union Española (CHL)', 'Cerro Porteño (PRY)']
867;CONMEBOL;PARAGUAY;PRY;1;Division de Honor;Cerro Porteño;Santiago Arzamendia Duarte;Wanda, Misiones ;05/05/1998;VOL;['Div. Inf. (ARG)', 'Cerro Porteño (PRY)']
868;CONMEBOL;PARAGUAY;PRY;1;Division de Honor;Cerro Porteño;Fernando Emanuel Dening;Goya, Corrientes ;07/04/1988;DEL;['Newell´s (ARG)', 'Guillermo Brown de Puerto Madryn (ARG)', 'Huracan de Goya (ARG)', 'Boca Unidos (ARG)', 'San Martin de San Juan (ARG)', 'Yeni Matalyaspor (TUR)', 'Cerro Porteño (PRY)']
869;CONMEBOL;PARAGUAY;PRY;1;Division de Honor;General Díaz;Alfredo Cano Benítez;Posadas, Misiones ;30/08/1982;DEL;['Olimpo de Bahia Blanca (ARG)', 'El Dorado (ARG)', 'San Luis (MEX)', 'Guarani Antonio Franco (ARG)', 'Sanremese (ITA)', '2 de Mayo (PRY)', 'Sol de América (PRY)', 'Sportivo Luqueño (PRY)', 'Colegiales (PRY)', 'Arema (IND)', 'General Díaz (PRY)']
870;CONMEBOL;PARAGUAY;PRY;1;Division de Honor;General Díaz;Osvaldo Andres Cabral;Clorinda, Formosa ;06/04/1985;ARQ;['Belgrano de Cordoba (ARG)', 'Huracán (ARG)', 'Defensores de Belgrano (ARG)', 'Rubio Ñú (PRY)', '2 de Mayo (PRY)', 'Itagui (COL)', 'Aguilas Doradas (COL)', 'Capiata (PRY)', 'Macara (ECU)', 'General Díaz (PRY)']
871;CONMEBOL;PARAGUAY;PRY;1;Division de Honor;General Díaz;Cristian Ivan Gaitan;Capitan Bermudez, Santa Fe ;15/01/1990;VOL;['Estudiantes LP (ARG)', 'Union de Santa Fe (ARG)', 'Instituto (ARG)', 'Cobreloa (CHL)', 'General Diaz (PRY)', 'Union de Sunchales (ARG)', 'General Díaz (PRY)']
872;CONMEBOL;PARAGUAY;PRY;1;Division de Honor;General Díaz;Ramon Darío Ocampo;Jardin America, Misiones ;21/06/1986;VOL;['Vélez (ARG)', 'Rosario Central (ARG)', 'Argentinos Juniors (ARG)', 'Guarani (PRY)', 'General Díaz (PRY)']
873;CONMEBOL;PARAGUAY;PRY;1;Division de Honor;General Díaz;Ruben Darío Rios;Ciudad de Buenos Aires ;11/02/1995;VOL;['San Lorenzo (ARG)', 'General Díaz (PRY)']
874;CONMEBOL;PARAGUAY;PRY;1;Division de Honor;Guarani;Cristian Gabriel Esparza;San Miguel, Tucuman ;30/01/1993;DEL;['San Lorenzo (ARG)', 'Puebla (MEX)', 'Guarani (PRY)']
875;CONMEBOL;PARAGUAY;PRY;1;Division de Honor;Guarani;Angel Guillermo Benitez;Ciudad de Buenos Aires ;12/08/1993;DEF;['Estudiantes de Buenos Aires (ARG)', 'Argentinos Jrs (ARG)', 'Guarani (PRY)']
876;CONMEBOL;PARAGUAY;PRY;1;Division de Honor;Guarani;Lucas Giuliano Passerini;Ciudad de Formosa ;;DEL;['Quilmes (ARG)', 'Comunicaciones (ARG)', 'Estudiantes de Buenos Aires (ARG)', 'Tigre (ARG)', 'Sarmiento de Junin (ARG)', 'Guarani (PRY)']
877;CONMEBOL;PARAGUAY;PRY;1;Division de Honor;Guarani;Claudio Ezequiel Aquino;Adrogue, Buenos Aires ;24/07/1991;VOL;['Ferro (ARG)', 'Defensa y Justicia (ARG)', 'Godoy Cruz (ARG)', 'Independiente (ARG)', 'Fluminense (BRA)', 'Belgrano de Cordoba (ARG)', 'Union de Santa Fe (ARG)', 'Guarani (PRY)']
878;CONMEBOL;PARAGUAY;PRY;1;Division de Honor;Guarani;Jorge Darío Mendoza;Ciudad de Formosa ;15/03/1989;VOL;['Guarani (PRY)', 'Olimpia (PRY)', 'Ponte Petra (BRA)', 'Guarani (PRY)']
879;CONMEBOL;PARAGUAY;PRY;1;Division de Honor;Guarani;Ignacio Oscar Don;Selva, Santiago del Estero ;28/02/1982;ARQ;"['Newell´s (ARG)', '""Liga Chañar Ladeado"" (ARG)', 'Nacional (PRY)', 'Huachipato (CHL)', 'Nacional (PRY)', 'Rubio Ñú (PRY)', 'Nacional (PRY)', 'Cerro Porteño (PRY)', 'Guarani (PRY)']"
880;CONMEBOL;PARAGUAY;PRY;1;Division de Honor;Guarani;Andres Roberto Imperiale;Rosario, Santa Fe ;07/08/1986;DEF;['Rosario Central (ARG)', 'San Martin de Tucuman (ARG)', 'Oriente Petrolero (BOL)', 'Blooming (BOL)', 'Doxa (CYP)', 'Aris Limassol (CYP)', 'Universidad de Concepcion (CHL)', 'Saprissa (CRI)', 'San Jose Earthquakes (USA)', 'Guarani (PRY)']
881;CONMEBOL;PARAGUAY;PRY;1;Division de Honor;Independiente Campo Grande;Augusto Ivan Ruiz Diaz;;23/04/1999;DEL;['Div. Inf. (ARG)', 'Independiente Campo Grande (PRY)']
882;CONMEBOL;PARAGUAY;PRY;1;Division de Honor;Libertad;Sergio Daniel Aquino;Laguna Blanca, Formosa ;25/09/1979;VOL;['Cerro Porteño (PRY)', 'Olimpia (PRY)', 'Libertad (PRY)']
883;CONMEBOL;PARAGUAY;PRY;1;Division de Honor;Nacional;Juan Ignacio Vieyra;Arrecifes, Buenos Aires ;20/04/1992;DEL;['Newells (ARG)', '1461 Trabzon (TUR)', 'Cerro Porteño (PRY)', 'Nacional (PRY)']
