id_jugador;confederacion;pais;pais_iso_3;categoria;liga;equipo;nombre;ciudad_nacimiento;fecha_nacimiento;puesto;trayectoria
1163;UEFA;AUSTRIA;AUT;6;1. Klasse A;Penzinger SV;Gonzalo Fenoy;Bragado, Buenos Aires ;04/11/1990;DEL;['Penzinger SV (AUT)']
1164;UEFA;AUSTRIA;AUT;10;DSG Unterliga A;Kollegium Kalksburg;Yannick Horvath;;;VOL;['Kollegium Kalksburg (AUT)']
1165;UEFA;AUSTRIA;AUT;13;DSG 1.Klasse B;SUSA Vienna;Patricio Mujica Buffetti;;;;['Susa Viena (AUS)', 'SUSA Vienna (AUT)']
1166;UEFA;AUSTRIA;AUT;16;DSG 2.Klasse A;Lateinamerika;Marcos Di Cristoforo;;26/07/1984;DEL;['Austria Santos (AUT)', 'SV Wûrmla (AUT)', 'SC Elite (AUT)', 'Alianza Latina (AUT)', 'FC Lindenhof (AUT)', 'Lateinamerika (AUT)', 'Hirschstetten (AUT)', 'Lateinamerika (AUT)', 'Union Latina (AUT)', 'Lateinamerika (AUT)']
1167;UEFA;AUSTRIA;AUT;16;DSG 2.Klasse A;Lateinamerika;Lucas Martin Zavalia;;;;['WS Ottakring (AUT)', 'TSV Sparkasse Frankemarkt (AUT)', 'Winer BGS (AUT)', 'Lateinamerika (AUT)', 'Wiener Sport Klub (AUT)', ' (ARG)', 'Lateinamerika (AUT)']
1168;UEFA;AUSTRIA;AUT;16;DSG 2.Klasse A;Panda;Lucas Bustos;;;;['Panda (AUT)', 'Los Andes (AUT)', 'Panda (AUT)']
1169;UEFA;AUSTRIA;AUT;17;DSG 2.Klasse B;Los Andes;Mario F. Fatun;Ciudad de San Juan ;;VOL;['Deportivo Nacional (AUT)', 'Panda (AUT)', 'Los Andes (AUT)']
1170;UEFA;AUSTRIA;AUT;17;DSG 2.Klasse B;Los Andes;Juan Puig;;;ARQ;['Panda (AUT)', 'Los Andes (AUT)']
1171;UEFA;AUSTRIA;AUT;17;DSG 2.Klasse B;Los Andes;Lucas Remon;Villa Carlos Paz, Cordoba ;;VOL;['Panda (AUT)', 'Los Andes (AUT)']
1172;UEFA;BELGICA;BEL;1;Pro League;Circulo Brujas;Jonathan Farias;Ciudad de Buenos Aires ;27/03/1998;DEL;['Boca (ARG)', 'Circulo Brujas (BEL)']
1173;UEFA;BELGICA;BEL;2;Proximus League;Union Saint Gilloise;Federico Jose Darío Vega;Don Torcuato, Buenos Aires ;02/04/1993;DEF;['River (ARG)', 'Alcorcon (ESP)', 'Murcia (ESP)', 'Lorca (ESP)', 'Union Saint Gilloise (BEL)']
1174;UEFA;BELGICA;BEL;3;Eerste klasse amateurs;Royal Club Seriang United;Marcos Damian Maydana;La Paz, Entre Rios ;26/06/1995;DEF;['Patronato (ARG)', 'Royal Club Seriang United (BEL)']
1175;UEFA;BELGICA;BEL;5;Derde klasse amateurs;RUS Givry;Rodrigo Exequiel Teruel Villalba;;10/08/1991;DEF;['Gimnasia y Tiro (ARG)', 'Atletico Mitre de Oran (ARG)', 'Independiente de la Rioja (ARG)', 'Juventud Antoniana (ARG)', 'Atletico Mitre de Oran (ARG)', 'RUS Givry (BEL)']
1176;UEFA;BELGICA;BEL;5;Derde klasse amateurs;RUS Givry;Joaquín Osvaldo Villalba;La Plata, Buenos Aires ;26/08/1985;DEL;['Boca (ARG)', 'Argentino de Quilmes (ARG)', 'Necaxa (MEX)', 'Entente Bertigoise (BLR)', 'Bievre (BLR)', 'Bertrix (BLR)', 'Progress Niederkom (LUX)', 'RUS Givry (BLR)', 'RUS Bercheux (BLR)', 'Ever Ready de Dolores (ARG)', 'RUS Givry (BEL)']
1177;UEFA;BOSNIA & HERZEGOVINA;BIH;2;Prva Liga FBIH;Velez Mostar;Fernando Dario Ferreyra;Ciudad de Buenos Aires ;19/01/1997;VOL;['Boca (ARG)', 'Velez Mostar (BIH)']
1178;UEFA;BOSNIA & HERZEGOVINA;BIH;2;Prva Liga FBIH;Velez Mostar;Alejandro Vignati;San Andres de Giles, Buenos Aires ;05/08/1997;VOL;['Argentinos Jrs (ARG)', 'River (ARG)', 'Arsenal (ARG)', 'La Catedral de Hurlingham (ARG)', 'Velez Mostar (BIH)']
1179;UEFA;BOSNIA & HERZEGOVINA;BIH;2;Prva Liga FBIH;Velez Mostar;Lucas Nahuel Ojeda;;09/03/1994;VOL;['River (ARG)', 'Midland (ARG)', 'Social Español (ARG)', 'Velez Mostar (BIH)']
1180;UEFA;BULGARIA;BGR;1;First Professional Football League;Lokomotiv Plovdiv;Lucas Gabriel Masoero;Ciudad de Mendoza ;;DEF;['Argentino de Mendoza (ARG)', 'Independiente Rivadavia (ARG)', 'Pacifico de Alvear (ARG)', 'Deportivo Maipu (ARG)', 'Lokomotiv Plovdiv (BGR)']
1181;UEFA;BULGARIA;BGR;1;First Professional Football League;Ludogorets;Jorge Emanuel Broun;Rosario, Santa Fe ;26/05/1986;ARQ;['Rosario Central (ARG)', 'Deportes Antofagasta (CHL)', 'Colon de Santa Fe (ARG)', 'Ludogorets (BGR)']
1182;UEFA;CROACIA;HRV;1;Prva HNL;NK Istra Pula;Tomas Oneto;Pueblo Doyle, Buenos Aires ;14/02/1998;DEF;['Talleres de Cordoba (ARG)', 'NK Istra Pula (HRV)']
1183;UEFA;CROACIA;HRV;1;Prva HNL;NK Istra Pula;Agustin Ezequiel Cardozo;San Isidro, Buenos Aires ;30/05/1997;VOL;['Tigre (ARG)', 'Santamarina (ARG)', 'Tigre (ARG)', 'NK Istra Pula (HRV)']
1184;UEFA;CROACIA;HRV;1;Prva HNL;NK Istra Pula;Ramon Nazareno Mierez;Resistencia, Chaco ;13/05/1997;DEL;['Tigre (ARG)', 'NK Istra Pula (HRV)']
1185;UEFA;CROACIA;HRV;1;Prva HNL;NK Istra Pula;Luis Alfredo Vila;Bahia Blanca, Buenos Aires ;03/06/1992;DEL;['River (ARG)', 'Everton (CHL)', 'Olmedo (ECU)', 'Godoy Cruz (ARG)', 'Gimnasia de Jujuy (ARG)', 'Olimpo de Bahia Blanca (ARG)', 'NK Istra Pula (HRV)']
1186;UEFA;CROACIA;HRV;1;Prva HNL;NK Rudes;Alvaro Gaston Cazula;Ciudad de Salta ;16/08/1996;DEF;['Gimnasia y Tiro (ARG)', 'NK Rudes (HRV)']
1187;UEFA;CROACIA;HRV;3;Treka HNL;NK Imotski;Juan Manuel Varea;Ciudad de Buenos Aires ;23/03/1983;DEL;['Vélez (ARG)', 'Social Español (ARG)', 'Depor FC (COL)', 'Central Córdoba de Santiago del Estero (ARG)', 'Siroki Briejeb (BIH)', 'Ravan Baku (AZE)', 'Zeljeznicar (BIH)', 'Chermo More Varna (BGR)', 'Byllis Ballsh (MLT)', 'Hibernians (MLT)', 'NK Dugopolje (HRV)', 'RNK Split (HRV)', 'NK Imotski (HRV)']
1188;UEFA;CROACIA;HRV;4;4.NHL;NK Zelina;Juan Manuel Saez;Ciudad de Buenos Aires ;30/10/1993;DEF;['Real Oviedo B (ESP)', 'NK Zelina (HRV)']
1189;UEFA;CROACIA;HRV;4;4.NHL;NK Zelina;Alexis Jose Falcon;;16/11/1990;VOL;['Argentinos Jrs (ARG)', 'Estudiantes de Buenos Aires (ARG)', 'Defensores de Belgrano (ARG)', 'Acassuso (ARG)', 'NK Zelina (HRV)']
1190;UEFA;CHIPRE;CYP;1;First Division;AEK Larnaka;Facundo Garcia;Olavarria, Buenos Aires ;16/12/1999;VOL;['Olimpo de Bahia Blanca (ARG)', 'AEK Larnaka (CYP)']
1191;UEFA;CHIPRE;CYP;1;First Division;Alki Oroklini;Franco Valentin Flores;Pergamino, Buenos Aires ;28/05/1993;DEF;['Argentinos Jrs (ARG)', 'Douglas Haig (ARG)', 'Brown de Adrogue (ARG)', 'Lleida (ESP)', 'Chiapas (MEX)', 'Douglas Haig (ARG)', 'Alki Oroklini (CYP)']
1192;UEFA;CHIPRE;CYP;1;First Division;Alki Oroklini;Sergio Fabian Gonzalez;Lamarque, Rio Negro ;04/05/1995;DEL;['Lanus (ARG)', 'Defensa y Justicia (ARG)', 'San Martin de Tucuman (ARG)', 'Alki Oroklini (CYP)']
1193;UEFA;CHIPRE;CYP;1;First Division;APOEL;Tomás Sebastian De Vincenti;Ciudad de Buenos Aires ;02/09/1989;VOL;['Excursionistas (ARG)', 'PAS Giannina (GRC)', 'Kalamata (GRC)', 'PAS Giannina (GRC)', 'Olympiakos (GRC)', 'PAS Giannina (GRC)', 'APOEL Nicosia (CYP)', 'Al Shabab Arabi (ARE)', 'Al Ahli Dubai (ARE)', 'APOEL (CYP)']
1194;UEFA;CHIPRE;CYP;1;First Division;APOEL;Juan Bautista Cascini;La Plata, Buenos Aires ;06/04/1997;VOL;['Estudiantes LP (ARG)', 'APOEL (CYP)']
1195;UEFA;CHIPRE;CYP;1;First Division;Apollon Limassol;Esteban Fernando Sachetti;San Miguel, Tucuman ;21/11/1985;VOL;['Sevilla C (ESP)', 'Sevilla Atlético (ESP)', 'San Fernando (ESP)', 'Doxa (CYP)', 'AEL Limassol (CYP)', 'Apollon Limassol (CYP)']
1196;UEFA;CHIPRE;CYP;1;First Division;Apollon Limassol;Facundo Abel Pereyra;Zárate, Buenos Aires ;09/03/1987;DEL;['Estudiantes de Buenos Aires (ARG)', 'Palestino (CHL)', 'Estudiantes de Buenos Aires (ARG)', 'Audax Italiano (CHL)', 'San Luis (MEX)', 'Gimnasia LP (ARG)', 'PAOK (GRC)', 'Qabala (AZE)', 'Racing (ARG)', 'PAOK (GRC)', 'Colon de Santa Fe (ARG)', 'Necaxa (MEX)', 'Gimnasia LP (ARG)', 'Apollon Limassol (CYP)']
1197;UEFA;CHIPRE;CYP;1;First Division;Apollon Limassol;Emilio Jose Zelaya;San Miguel, Tucuman ;30/07/1987;DEL;['Rosario Central (ARG)', 'Banfield (ARG)', 'Arsenal (ARG)', 'O´Higgins (CHL)', 'Argentinos Jrs (ARG)', 'Ethnikos Achna (CYP)', 'Apollon Limassol (CYP)']
1198;UEFA;CHIPRE;CYP;1;First Division;Enosis Paralimni;Pablo Sebastian Carreras;Rosario, Santa Fe ;03/03/1995;DEF;['River (ARG)', 'Nueva Chicago (ARG)', 'Enosis Paralimni (CYP)']
1199;UEFA;CHIPRE;CYP;1;First Division;Enosis Paralimni;Maximiliano Fernando Oliva;Gobernador Crespo, Santa Fe ;03/04/1990;DEF;['River (ARG)', 'Tigre (ARG)', 'Independiente Rivadavia (ARG)', 'San Martin de San Juan (ARG)', 'Aris Limassol (CYP)', 'Estudiantes LP (ARG)', 'Crucero del Norte (ARG)', 'Dinamo Bucarest (ROU)', 'Poli Timisoara (ROU)', 'Enosis Paralimni (CYP)']
1200;UEFA;CHIPRE;CYP;1;First Division;Enosis Paralimni;Gonzalo Eulogio Zarate;Rosario, Santa Fe ;08/06/1984;DEL;['Racing (ARG)', 'Lanus (ARG)', 'Tiro Federal de Rosario (ARG)', 'Kriens (CHE)', 'Grasshoppers (CHE)', 'Red Bull Salzburg (AUT)', 'Young Boys (CHE)', 'Thun (CHE)', 'Vaduz (LIE)', 'Laussane (CHE)', 'Enosis Paralimni (CYP)']
1201;UEFA;CHIPRE;CYP;1;First Division;NEA Salamina Famagusta;Federico Dominguez;Villa Maria, Cordoba ;17/05/1991;VOL;['Newell´s (ARG)', 'Atlanta (ARG)', 'Deportivo Moron (ARG)', 'Crucero del Norte (ARG)', 'Aldosivi (ARG)', 'NEA Salamina Famagusta (CYP)']
1202;UEFA;CHIPRE;CYP;1;First Division;Pafos;Federico Ivan Rasic;Mar del Plata, Buenos Aires ;24/03/1992;DEL;['Gimnasia LP (ARG)', 'Amkar Penn (RUS)', 'Arsenal (ARG)', 'Gimnasia LP (ARG)', 'Arsenal Tula (RUS)', 'Pafos (CYP)']
1203;UEFA;CHIPRE;CYP;2;Second Division;AEZ Zakakiou;Silvio Augusto González;Guernica, Buenos Aires ;06/08/1980;VOL;['Lanus (ARG)', 'Arsenal (ARG)', 'Lanus (ARG)', 'Arsenal (ARG)', 'San Lorenzo (ARG)', 'Cordoba (ESP)', 'Numancia (ESP)', 'Arsenal (ARG)', 'Banfield (ARG)', 'Olympiakos Nicosia (CYP)', 'AEL Limassol (CYP)', 'Aris Limassol (CYP)', 'Tigre (ARG)', 'Patriotas (COL)', 'Independiente Santa Fe (COL)', 'Aguilas Doradas (COL)', 'Aris Limassol (CYP)', 'AEZ Zakakiou (CYP)']
1204;UEFA;CHIPRE;CYP;2;Second Division;AEZ Zakakiou;Nicolás Gaston Villafañe;Mar del Plata, Buenos Aires ;19/05/1988;VOL;['Boca (ARG)', 'Figline (ITA)', 'Olaria (BRA)', 'San Marcos de Arica (CHL)', 'Santiago Morning (CHL)', 'Atletico Sanluqueño (ESP)', 'Panachaiki (GRC)', 'Episkopi (GRC)', 'Panelefsiniakos (GRC)', 'Sparti (GRC)', 'AEZ Zakakiou (CYP)', 'Estudiantes de Merida (VEN)', 'Asteras Vlachotti (GRC)', 'Cooma Tigers (AUS)', 'AEZ Zakakiou (CYP)']
1205;UEFA;CHIPRE;CYP;2;Second Division;Othellos Atheniou;David Eduardo Solari;Barranquilla, Colombia ;21/03/1986;VOL;['Venezia (ITA)', 'Chioggia (ITA)', 'Independiente (ARG)', 'Olimpo de Bahía Blanca (ARG)', 'Espoli (ECU)', 'Deportivo Azogues (ECU)', 'Deportivo Táchira (VEN)', 'AEP (CYP)', 'Alki Larnaca (CYP)', 'Ironi Kiryat Shmona (ISR)', 'FC Ashdod (ISR)', 'Macabi Petak Thiva (ISR)', 'Hapoel Afula (ISR)', 'Central Cordoba de Rosario (ARG)', 'Enosis Paralimni (CYP)', 'Othellos Atheniou (CYP)']
1206;UEFA;DINAMARCA;DNK;3;2.Division Huaptrunde;Ringkobing;Andrés Lope;Mar del Plata, Buenos Aires ;15/06/1992;VOL;['Aldosivi (ARG)', 'TuRA Harkscheide (DEU)', 'Rincon de la Victoria (ESP)', 'Ringkobing (DNK)']
1207;UEFA;ESLOVAQUIA;SVK;1;Super Liga;FK Senica;Federico Taborda;Pergamino, Buenos Aires ;11/01/1988;ARQ;['Talleres de Remedios de Escalada (ARG)', 'Ben Hur (ARG)', 'Union Sunchales (ARG)', 'Atletico Parana (ARG)', 'Douglas Haig (ARG)', 'Defensores de Belgrano de Villa Ramallo (ARG)', 'Tiro Federal de Rosario (ARG)', 'Textil Mandiyu (ARG)', 'Sarmiento de Leones (ARG)', 'Deportivo Tabacal (ARG)', 'Sol de America de Formosa (ARG)', 'San Lorenzo de Alem (ARG)', 'Civitanovese (ITA)', 'FK Senica (SVK)']
1208;UEFA;ESLOVAQUIA;SVK;1;Super Liga;MSK Zilina;Iván Santiago Díaz;San Fernando, Buenos Aires ;23/01/1993;VOL;['River (ARG)', 'Panathinaikos (GRC)', 'Trencin (SVK)', 'River (ARG)', 'Anorthosis Famagusta (CYP)', 'MSK Zilina (SVK)']
1209;UEFA;ESLOVAQUIA;SVK;1;Super Liga;Sered;Aldo Omar Baez;Ciudad de Buenos Aires ;09/05/1988;VOL;['Ferro (ARG)', 'Trencin (SVK)', 'Slavia Praga (CZE)', 'Spartak Trnava (SVK)', 'Trencin (SVK)', 'Zeleziarne Podbredozba (SVK)', 'Sered (SVK)']
1210;UEFA;ESLOVAQUIA;SVK;3;3.Liga;TJ Rovinka;Leonardo Luis Alberto Pereyra;San Martin, Buenos Aires ;27/02/1985;DEF;['Independiente (ARG)', 'Platense (ARG)', 'Peñarroya (ESP)', 'Prasa Torrecampo (ESP)', 'Alianza Temperley (ARG)', 'Recreativo Belmezano (ESP)', 'College Europe (GIB)', 'Glacis United (GIB)', 'Olympique 13 (GIB)', 'Gibraltar United (GIB)', 'TJ Rovinka (SVK)']
1211;UEFA;ESLOVENIA;SVN;1;Prva Liga;Alumnij Kridicevo;Lucas Mario Horvat;Ciudad de Buenos Aires ;13/10/1985;VOL;['River (ARG)', 'Faktor (SVK)', 'Interblock (SVK)', 'Drava (SVK)', 'Interblock (SVK)', 'Domzale (SVK)', 'Baku (AZE)', 'Domzale (SVK)', 'Ozkhetpeza (KAZ)', 'Alumnij Kridicevo (SVN)']
1212;UEFA;ESLOVENIA;SVN;1;Prva Liga;Olimpia Ljiujbiana;Andres Vombergar;Villa Luzuriaga, Buenos Aires ;20/11/1994;DEL;['Ituzaingo (ARG)', 'Fenix (ARG)', 'Los Andes (ARG)', 'Olimpia Ljiujbiana (SVN)']
1213;UEFA;ESLOVENIA;SVN;2;Nogometna Liga;Drava Ptuj;Ignacio Nahuel Cuffaro;Rosario, Santa Fe ;22/10/1996;VOL;['Newell´s (ARG)', 'Betis (ESP)', 'Drava Ptuj (SVN)']
1214;UEFA;ESPAÑA;ESP;1;La Liga;Atletico Madrid;Ángel Martin Correa;Rosario, Santa Fe ;03/09/1995;VOL;['San Lorenzo (ARG)', 'Atletico Madrid (ESP)']
1215;UEFA;ESPAÑA;ESP;1;La Liga;Alaves;Jonathan Calleri;Ciudad de Buenos Aires ;23/09/1993;DEL;['All Boys (ARG)', 'Boca (ARG)', 'San Pablo (BRA)', 'West Ham (ENG)', 'Las Palmas (ESP)', 'Alaves (ESP)']
1216;UEFA;ESPAÑA;ESP;1;La Liga;Barcelona;Lionel Andres Messi;Rosario, Santa Fe ;24/07/1987;DEL;['Div. Inf. (ARG)', 'Barcelona (ESP)']
1217;UEFA;ESPAÑA;ESP;1;La Liga;Betis;Giovani Lo Celso;Rosario, Santa Fe ;04/09/1996;VOL;['Rosario Central (ARG)', 'Paris Saint Germain (FRA)', 'Betis (ESP)']
1218;UEFA;ESPAÑA;ESP;1;La Liga;Celta de Vigo;Gustavo Daniel Cabral;Isidro Casanova, Buenos Aires ;14/10/1985;DEF;['Racing (ARG)', 'River (ARG)', 'Estudiantes Tecos (MEX)', 'Levante (ESP)', 'Celta de Vigo (ESP)']
1219;UEFA;ESPAÑA;ESP;1;La Liga;Celta de Vigo;Facundo Sebastian Roncaglia;Chajari, Entre Rios ;09/10/1987;DEF;['Boca (ARG)', 'Espanyol (ESP)', 'Estudiantes LP (ARG)', 'Boca (ARG)', 'Fiorentina (ITA)', 'Genoa (ITA)', 'Fiorentina (ITA)', 'Celta de Vigo (ESP)']
1220;UEFA;ESPAÑA;ESP;1;La Liga;Eibar;Gonzalo Escalante;Bella Vista, Buenos Aires ;27/03/1993;VOL;['Boca (ARG)', 'Catania (ITA)', 'Eibar (ESP)']
1221;UEFA;ESPAÑA;ESP;1;La Liga;Eibar;Pablo Ezequiel De Blasis;La Plata, Buenos Aires ;02/04/1988;VOL;['Gimnasia LP (ARG)', 'Ferro (ARG)', 'Gimnasia LP (ARG)', 'Asteras Tripolis (GRC)', 'Mainz 05 (DEU)', 'Eibar (ESP)']
1222;UEFA;ESPAÑA;ESP;1;La Liga;Espanyol;Pablo Daniel Piatti;Ucacha, Cordoba ;31/03/1989;VOL;['Estudiantes LP (ARG)', 'Almería (ESP)', 'Espanyol (ESP)']
1223;UEFA;ESPAÑA;ESP;1;La Liga;Getafe;Leandro Chichizola;San Justo, Santa Fe ;27/03/1990;ARQ;['River (ARG)', 'Spezia (ITA)', 'Las Palmas (ESP)', 'Getafe (ESP)']
1224;UEFA;ESPAÑA;ESP;1;La Liga;Huesca;Axel Wilfredo Werner;Rafaela, Santa Fe ;28/02/1996;ARQ;['Atletico Rafaela (ARG)', 'Boca (ARG)', 'Atletico de Madrid (ESP)', 'Huesca (ESP)']
1225;UEFA;ESPAÑA;ESP;1;La Liga;Huesca;Damian Marcelo Musto;Casilda, Santa Fe ;06/09/1987;VOL;['Quilmes (ARG)', 'Atletico Tucuman (ARG)', 'Spezia (ITA)', 'Olimpo de Bahia Blanca (ARG)', 'Rosario Central (ARG)', 'Xolos de Tijuana (MEX)', 'Huesca (ESP)']
1226;UEFA;ESPAÑA;ESP;1;La Liga;Leganes;Mauro Dos Santos;Santo Tome, Corrientes ;07/07/1989;DEF;['Banfield (ARG)', 'Murcia (ESP)', 'Almeria (ESP)', 'Eibar (ESP)', 'Leganes (ESP)']
1227;UEFA;ESPAÑA;ESP;1;La Liga;Leganes;Ezequiel Matías Muñoz;Pergamino, Buenos Aires ;06/08/1990;DEF;['Boca (ARG)', 'Palermo (ITA)', 'Sampdoria (ITA)', 'Genoa (ITA)', 'Leganes (ESP)']
1228;UEFA;ESPAÑA;ESP;1;La Liga;Leganes;Guido Marcelo Carrillo;Magdalena, Buenos Aires ;25/05/1991;DEL;['Estudiantes LP (ARG)', 'Monaco (FRA)', 'Southampthom (ENG)', 'Leganes (ESP)']
1229;UEFA;ESPAÑA;ESP;1;La Liga;Leganes;Jonathan Cristian Silva;La Plata, Buenos Aires ;29/06/1994;DEF;['Estudiantes LP (ARG)', 'Sportig Lisboa (PRT)', 'Boca (ARG)', 'Sporting Lisboa (PRT)', 'Leganes (ESP)']
1230;UEFA;ESPAÑA;ESP;1;La Liga;Leganes;Alexander Szymanowski;Ciudad de Buenos Aires ;13/10/1988;VOL;['Atlético Madrid (ESP)', 'Adarve (ESP)', 'Rayo Majadahonda (ESP)', 'Leones de Castilla (ESP)', 'Alcobendas (ESP)', 'San Sebastián de los Reyes (ESP)', 'Antequera (ESP)', 'San Sebastián de los Reyes (ESP)', 'Alcalá (ESP)', 'Recreativo de Huelva (ESP)', 'Brondy (DNK)', 'Leganes (ESP)']
1231;UEFA;ESPAÑA;ESP;1;La Liga;Rayo Vallecano;Oscar Guido Trejo;Ciudad de Santiago del Estero ;26/04/1988;DEL;['Boca (ARG)', 'Mallorca (ESP)', 'Elche (ESP)', 'Rayo Vallecano (ESP)', 'Toulousse (FRA)', 'Sporting Gijón (ESP)', 'Toulousse (FRA)', 'Rayo Vallecano (ESP)']
1232;UEFA;ESPAÑA;ESP;1;La Liga;Real Sociedad;Geronimo Rulli;La Plata, Buenos Aires ;20/05/1992;ARQ;['Estudiantes LP (ARG)', 'Real Sociedad (ESP)']
1233;UEFA;ESPAÑA;ESP;1;La Liga;Sevilla ;Gabriel Ivan Mercado;Puerto Madryn, Chubut ;18/03/1987;DEF;['Racing (ARG)', 'Estudiantes LP (ARG)', 'River (ARG)', 'Sevilla  (ESP)']
1234;UEFA;ESPAÑA;ESP;1;La Liga;Sevilla ;Éver Maximiliano Banega;Rosario, Santa Fe ;29/06/1988;VOL;['Boca (ARG)', 'Valencia (ESP)', 'Atlético Madrid (ESP)', 'Valencia (ESP)', 'Newell´s (ARG)', 'Sevilla (ESP)', 'Inter (ITA)', 'Sevilla  (ESP)']
1235;UEFA;ESPAÑA;ESP;1;La Liga;Sevilla ;Franco Damian Vázquez;Tanti, Cordoba ;22/02/1989;VOL;['Belgrano de Cordoba (ARG)', 'Palermo (ITA)', 'Rayo Vallecano (ESP)', 'Palermo (ITA)', 'Sevilla  (ESP)']
1236;UEFA;ESPAÑA;ESP;1;La Liga;Valencia;Ezequiel Marcelo Garay;Rosario, Santa Fe ;10/10/1986;DEF;['Newell´s (ARG)', 'Racing de Santander (ESP)', 'Real Madrid (ESP)', 'Benfica (PRT)', 'Zenit Saint Petersburg (RUS)', 'Valencia (ESP)']
1237;UEFA;ESPAÑA;ESP;1;La Liga;Valladolid;Leonardo Gabriel Suarez;San Martin, Buenos Aires ;30/03/1996;VOL;['Boca (ARG)', 'Villarreal (ESP)', 'Valladolid (ESP)']
1238;UEFA;ESPAÑA;ESP;1;La Liga;Villarreal;Ramiro Jose Funes Mori;Ciudad de Mendoza ;03/05/1991;DEF;['River (ARG)', 'Everton (ENG)', 'Villarreal (ESP)']
1239;UEFA;ESPAÑA;ESP;1;La Liga;Villarreal;Santiago Caseres;Parque Leloir, Buenos Aires ;;VOL;['Velez (ARG)', 'Villarreal (ESP)']
1240;UEFA;ESPAÑA;ESP;1;La Liga;Villarreal;Mariano Barbosa;Lanus, Buenos Aires ;27/07/1984;ARQ;['Banfield (ARG)', 'Villarreal (ESP)', 'Recreativo de Huelva (ESP)', 'Estudiantes LP (ARG)', 'River (ARG)', 'Atlas (MEX)', 'Las Palmas (ESP)', 'Sevilla (ESP)', 'Villarreal (ESP)']
1241;UEFA;ESPAÑA;ESP;2;La Liga 2;Albacete;Nicolás Ezequiel Gorosito;Rafaela, Santa Fe ;17/08/1988;DEF;['Independiente de Tandil (ARG)', 'Ben Hur (ARG)', 'Independiente de Tandil (ARG)', 'Sportivo Belgrano (ARG)', 'Senica (SVK)', 'Slovan Bratislava (SVK)', 'Getafe (ESP)', 'Albacete (ESP)']
1242;UEFA;ESPAÑA;ESP;2;La Liga 2;Albacete;Santiago Juan Gentiletti;Godeken, Santa Fe ;01/09/1985;DEF;['Gimnasia LP (ARG)', 'Osorno (CHL)', 'O´Higgins (CHL)', 'Argentinos Jrs (ARG)', 'Brest (FRA)', 'San Lorenzo (ARG)', 'Lazio (ITA)', 'Genoa (ITA)', 'Albacete (ESP)']
1243;UEFA;ESPAÑA;ESP;2;La Liga 2;Alcorcon;Esteban Rodrigo Burgos;Ciudad de Salta ;01/09/1992;DEF;['Gimnasia y Tiro (ARG)', 'Talleres de Cordoba (ARG)', 'Godoy Cruz (ARG)', 'Rosario Central (ARG)', 'Alcorcon (ESP)']
1244;UEFA;ESPAÑA;ESP;2;La Liga 2;Almeria;Pablo Nicolas Caballero;Totoras, Santa Fe ;21/07/1986;DEL;['Racing (ARG)', 'Tigre (ARG)', 'Guaraní (PRY)', 'Racing (ARG)', 'Almirante Brown (ARG)', 'Qindao Joonon (CHN)', 'Ferro (ARG)', 'Lugo (ESP)', 'Almeria (ESP)']
1245;UEFA;ESPAÑA;ESP;2;La Liga 2;Almeria;Esteban Ariel Saveljich;Tandil, Buenos Aires ;20/05/1991;DEF;['Racing (ARG)', 'Defensa y Justicia (ARG)', 'Almeria (ESP)', 'Levante (ESP)', 'Albacete (ESP)', 'Almeria (ESP)']
1246;UEFA;ESPAÑA;ESP;2;La Liga 2;Almeria;Joaquin Arzura;Campana, Buenos Aires ;18/05/1993;VOL;['Tigre (ARG)', 'River (ARG)', 'Osasuna (ESP)', 'Almeria (ESP)']
1247;UEFA;ESPAÑA;ESP;2;La Liga 2;Burgos;Antonio Raul Rojano;Salliquelo, Buenos Aires ;27/04/1991;DEL;['Gimnasia LP (ARG)', 'Villa San Carlos (ARG)', 'Gimnasia LP (ARG)', 'Sportivo Italiano (ARG)', 'Real Potosi (BOL)', 'Hamilton Academical (ENG)', 'Burgos (ESP)']
1248;UEFA;ESPAÑA;ESP;2;La Liga 2;Cadiz;Marcos Mauro López;Avellaneda, Buenos Aires ;01/09/1991;DEF;['Fuenlabrada (ESP)', 'Huesca (ESP)', 'La Roda (ESP)', 'Villarreal B (ESP)', 'Cadiz (ESP)']
1249;UEFA;ESPAÑA;ESP;2;La Liga 2;Deportivo La Coruña;Federico Nicolás Cartabia;Rosario, Santa Fe ;20/01/1993;VOL;['Valencia (ESP)', 'Cordoba (ESP)', 'Deportivo La Coruña (ESP)', 'Braga (PRT)', 'Deportivo La Coruña (ESP)']
1250;UEFA;ESPAÑA;ESP;2;La Liga 2;Deportivo La Coruña;Sebastian Rakan Dubarbier;La Plata, Buenos Aires ;19/02/1986;VOL;['Gimnasia LP (ARG)', 'Olimpo de Bahia Blanca (ARG)', 'Cluj (ROU)', 'Lorient (FRA)', 'Tenerife (ESP)', 'Lorient (FRA)', 'Córdoba (ESP)', 'Almeria (ESP)', 'Estudiantes LP (ARG)', 'Deportivo La Coruña (ESP)']
1251;UEFA;ESPAÑA;ESP;2;La Liga 2;Extremadura;Luciano Damian Balbi;Rosario, Santa Fe ;04/12/1989;DEF;['Lanus (ARG)', 'Liga Deportiva Universitaria Quito (ECU)', 'Huracan (ARG)', 'Valladolid (ESP)', 'Union de Santa Fe (ARG)', 'Extremadura (ESP)']
